shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days,dimensional_weight_lb,billed_above_actual_flag,non_fuel_surcharge_total,cost_per_billed_lb,weight_delta_lb,base_rate_per_lb,proposed_rate_per_lb,proposed_cost,row_potential_savings,savings_pct,lane
SHP104224,2025-02-15,ORD802929,CR001,UPS,Ground,Northeast,4,3.87,7,21,22,23.5,210.09,27.84,0.0,0.0,0.0,0.0,0.0,237.93,3,23.27,1,0.0,10.12,19.63,8.94,8.021,188.49,49.44,0.2078,Northeast → Zone 4
SHP104225,2024-02-04,ORD800096,CR002,FedEx,Ground,Northeast,5,1.08,7,13,15,10.0,78.6,9.57,4.95,0.0,0.0,0.0,0.0,93.12,5,9.82,1,4.95,9.31,8.92,7.86,7.069,75.64,17.48,0.1877,Northeast → Zone 5
SHP104226,2025-05-08,ORD800391,CR002,FedEx,Ground,South,4,15.06,16,18,14,29.5,271.4,29.49,4.95,0.0,0.0,0.0,0.0,305.84,3,29.01,1,4.95,10.37,14.44,9.2,8.348,251.22,54.62,0.1786,South → Zone 4
SHP104227,2024-01-05,ORD803104,CR001,UPS,Ground,South,6,5.47,14,4,4,5.5,40.04,6.76,4.95,0.0,0.0,0.0,0.0,51.75,4,1.61,1,4.95,9.41,0.03,7.28,6.748,42.06,9.69,0.1872,South → Zone 6
SHP104228,2024-02-12,ORD801990,CR003,USPS,Ground Advantage,West,3,12.76,16,21,18,44.0,286.88,41.15,0.0,0.0,0.0,0.0,0.0,328.03,2,43.51,1,0.0,7.46,31.24,6.52,6.405,281.82,46.21,0.1409,West → Zone 3
SHP104229,2024-02-10,ORD803905,CR001,UPS,Next Day Air,South,2,5.73,20,24,11,38.0,592.8,59.59,4.95,0.0,0.0,0.0,0.0,657.34,3,37.99,1,4.95,17.3,32.27,15.6,14.082,540.07,117.27,0.1784,South → Zone 2
SHP104230,2025-02-21,ORD803997,CR001,UPS,Ground,Northeast,3,7.56,19,8,5,8.0,44.48,6.62,4.95,0.0,0.0,0.0,0.0,56.05,2,5.47,1,4.95,7.01,0.44,5.56,5.036,45.24,10.81,0.1929,Northeast → Zone 3
SHP104231,2024-04-05,ORD803460,CR004,XPO LTL,Standard LTL,West,6,321.48,29,39,38,321.5,284.53,50.27,0.0,0.0,0.0,0.0,0.0,334.8,7,309.19,1,0.0,1.04,0.02,0.885,0.838,269.42,65.38,0.1953,West → Zone 6
SHP104232,2025-04-06,ORD803121,CR003,USPS,Ground Advantage,Midwest,5,3.15,12,9,13,10.5,62.48,8.05,0.0,0.0,0.0,0.0,0.0,70.52,4,10.1,1,0.0,6.72,7.35,5.95,5.764,60.52,10.0,0.1418,Midwest → Zone 5
SHP104233,2025-12-31,ORD803152,CR002,FedEx,Ground,South,4,4.4,15,10,25,27.0,248.4,43.41,0.0,0.0,0.0,0.0,0.0,291.81,2,26.98,1,0.0,10.81,22.6,9.2,8.348,225.4,66.41,0.2276,South → Zone 4
SHP104234,2024-08-10,ORD801929,CR002,FedEx,Ground,Northeast,7,9.86,7,17,10,10.0,90.4,15.91,4.95,0.0,0.0,0.0,0.0,111.26,5,8.56,1,4.95,11.13,0.14,9.04,8.175,86.7,24.56,0.2207,Northeast → Zone 7
SHP104235,2025-04-06,ORD803910,CR002,FedEx,Ground,South,6,17.15,4,8,6,17.5,147.88,23.2,4.95,6.75,0.0,0.0,0.0,182.78,4,1.38,1,11.7,10.44,0.35,8.45,7.812,148.41,34.37,0.188,South → Zone 6
SHP104236,2024-09-15,ORD800173,CR003,USPS,Ground Advantage,South,7,14.32,6,19,4,14.5,99.18,14.77,0.0,6.75,0.0,0.0,0.0,120.7,4,3.28,1,6.75,8.32,0.18,6.84,6.59,102.3,18.4,0.1524,South → Zone 7
SHP104237,2024-01-04,ORD802400,CR002,FedEx,Ground,Northeast,2,9.41,20,19,20,55.0,759.0,104.7,0.0,0.0,0.0,0.0,0.0,863.7,3,54.68,1,0.0,15.7,45.59,13.8,12.449,684.69,179.01,0.2073,Northeast → Zone 2
SHP104238,2025-10-18,ORD801485,CR003,USPS,Ground Advantage,Northeast,4,5.98,12,25,4,9.0,43.02,4.38,0.0,0.0,0.0,0.0,0.0,47.4,1,8.63,1,0.0,5.27,3.02,4.78,4.688,42.19,5.21,0.1099,Northeast → Zone 4
SHP104239,2024-09-13,ORD803493,CR002,FedEx,Express Saver,South,6,16.0,13,24,17,38.5,539.38,57.57,4.95,0.0,0.0,0.0,0.0,601.91,6,38.16,1,4.95,15.63,22.5,14.01,12.695,493.71,108.2,0.1798,South → Zone 6
SHP104240,2024-01-28,ORD802732,CR001,UPS,Ground,Northeast,5,9.42,21,10,8,12.5,95.5,14.71,4.95,0.0,0.0,0.0,0.0,115.16,3,12.09,1,4.95,9.21,3.08,7.64,6.96,91.95,23.21,0.2015,Northeast → Zone 5
SHP104241,2024-05-25,ORD802297,CR002,FedEx,Ground,South,6,12.84,9,19,11,14.0,118.3,14.59,0.0,6.75,0.0,0.0,0.0,139.64,5,13.53,1,6.75,9.97,1.16,8.45,7.812,116.12,23.52,0.1684,South → Zone 6
SHP104242,2025-04-17,ORD800504,CR001,UPS,Ground,Midwest,5,7.18,6,25,16,17.5,133.7,19.9,0.0,0.0,0.0,0.0,0.0,153.6,2,17.27,1,0.0,8.78,10.32,7.64,6.96,121.8,31.8,0.207,Midwest → Zone 5
SHP104243,2025-07-26,ORD802369,CR004,XPO LTL,Standard LTL,South,4,184.22,41,40,42,496.0,379.44,57.82,0.0,0.0,0.0,0.0,24.0,461.26,6,495.54,1,24.0,0.93,311.78,0.765,0.719,380.62,80.64,0.1748,South → Zone 4
SHP104244,2025-08-10,ORD801491,CR002,FedEx,Express Saver,Northeast,3,9.83,18,13,25,42.5,494.28,58.3,4.95,0.0,0.0,0.0,0.0,557.52,1,42.09,1,4.95,13.12,32.67,11.63,10.521,452.09,105.43,0.1891,Northeast → Zone 3
SHP104245,2024-06-14,ORD801002,CR003,USPS,Ground Advantage,Northeast,3,7.87,17,20,25,61.5,669.74,111.81,4.95,0.0,0.0,0.0,0.0,786.5,5,61.15,1,4.95,12.79,53.63,10.89,10.501,650.76,135.74,0.1726,Northeast → Zone 3
SHP104246,2025-05-02,ORD804013,CR002,FedEx,Ground,Midwest,5,17.22,6,19,13,17.5,137.55,14.81,4.95,0.0,0.0,0.0,0.0,157.31,2,10.66,1,4.95,8.99,0.28,7.86,7.069,128.66,28.65,0.1821,Midwest → Zone 5
SHP104247,2025-10-04,ORD800619,CR002,FedEx,Ground,Northeast,4,14.25,21,6,22,20.0,184.0,24.79,4.95,0.0,0.0,0.0,0.0,213.74,4,19.94,1,4.95,10.69,5.75,9.2,8.348,171.91,41.83,0.1957,Northeast → Zone 4
SHP104248,2025-11-25,ORD800765,CR003,USPS,Ground Advantage,South,4,7.38,20,12,8,14.0,77.14,13.76,0.0,0.0,0.0,0.0,0.0,90.9,3,13.81,1,0.0,6.49,6.62,5.51,5.389,75.45,15.45,0.17,South → Zone 4
SHP104249,2025-05-09,ORD801520,CR003,USPS,Ground Advantage,Northeast,5,3.21,14,24,12,29.5,218.59,29.99,4.95,0.0,0.0,0.0,0.0,253.53,2,29.01,1,4.95,8.59,26.29,7.41,7.195,217.2,36.33,0.1433,Northeast → Zone 5
SHP104250,2024-03-23,ORD803268,CR002,FedEx,2Day,Midwest,6,9.41,8,19,14,15.5,203.05,22.06,4.95,0.0,0.0,0.0,0.0,230.06,6,15.31,1,4.95,14.84,6.09,13.1,11.719,186.59,43.47,0.189,Midwest → Zone 6
SHP104251,2025-11-14,ORD803092,CR001,UPS,Ground,Midwest,7,21.31,16,5,12,21.5,229.19,37.54,4.95,0.0,0.0,0.0,0.0,271.68,5,6.91,1,4.95,12.64,0.19,10.66,9.772,215.05,56.63,0.2084,Midwest → Zone 7
SHP104252,2025-07-14,ORD801480,CR001,UPS,Ground,South,3,2.56,17,20,20,49.0,410.13,52.58,0.0,0.0,0.0,0.0,0.0,462.71,4,48.92,1,0.0,9.44,46.44,8.37,7.635,374.12,88.59,0.1915,South → Zone 3
SHP104253,2024-10-02,ORD802219,CR003,USPS,Ground Advantage,South,8,12.07,6,18,25,19.5,142.16,18.5,0.0,6.75,0.0,0.0,0.0,167.41,6,19.42,1,6.75,8.59,7.43,7.29,7.013,143.5,23.91,0.1428,South → Zone 8
SHP104254,2024-10-18,ORD802331,CR002,FedEx,Ground,Northeast,6,4.08,12,20,23,40.0,415.2,63.4,0.0,0.0,0.0,0.0,0.0,478.6,4,39.71,1,0.0,11.96,35.92,10.38,9.4,376.0,102.6,0.2144,Northeast → Zone 6
SHP104255,2025-11-10,ORD802837,CR003,USPS,Ground Advantage,Midwest,7,3.71,16,22,6,15.5,106.02,11.81,0.0,0.0,0.0,0.0,0.0,117.83,3,15.19,1,0.0,7.6,11.79,6.84,6.59,102.14,15.69,0.1332,Midwest → Zone 7
SHP104256,2025-01-25,ORD800522,CR001,UPS,2nd Day Air,Northeast,5,0.48,11,8,6,4.0,36.72,3.79,4.95,0.0,0.0,0.0,0.0,45.46,4,3.8,1,4.95,11.37,3.52,9.18,8.351,38.35,7.11,0.1564,Northeast → Zone 5
SHP104257,2024-12-02,ORD801432,CR001,UPS,Ground,West,5,0.92,12,14,9,11.0,84.04,10.67,0.0,0.0,0.0,0.0,0.0,94.71,6,10.88,1,0.0,8.61,10.08,7.64,6.96,76.56,18.15,0.1916,West → Zone 5
SHP104258,2024-08-04,ORD800981,CR003,USPS,Ground Advantage,Northeast,4,8.11,15,14,24,36.5,254.04,38.52,0.0,0.0,0.0,0.0,0.0,292.56,4,36.26,1,0.0,8.02,28.39,6.96,6.806,248.42,44.14,0.1509,Northeast → Zone 4
SHP104259,2025-04-24,ORD800587,CR003,USPS,Priority Mail,Midwest,4,4.99,15,14,5,8.0,54.32,9.39,0.0,0.0,0.0,0.0,0.0,63.71,6,7.55,1,0.0,7.96,3.01,6.79,6.621,52.97,10.74,0.1686,Midwest → Zone 4
SHP104260,2025-06-30,ORD801364,CR002,FedEx,Ground,West,7,8.06,4,11,16,8.5,68.68,10.13,0.0,0.0,0.0,0.0,0.0,78.81,5,5.06,1,0.0,9.27,0.44,8.08,7.324,62.25,16.56,0.2101,West → Zone 7
SHP104261,2024-01-12,ORD800360,CR003,USPS,Ground Advantage,Northeast,6,13.05,13,7,13,13.5,86.4,13.26,0.0,0.0,0.0,0.0,0.0,99.66,2,8.51,1,0.0,7.38,0.45,6.4,6.28,84.78,14.88,0.1493,Northeast → Zone 6
SHP104262,2025-03-07,ORD801925,CR002,FedEx,Ground,South,5,7.52,21,25,7,26.5,259.44,40.01,0.0,0.0,0.0,0.0,0.0,299.45,2,26.44,1,0.0,11.3,18.98,9.79,8.841,234.29,65.16,0.2176,South → Zone 5
SHP104263,2024-01-28,ORD802779,CR002,FedEx,2Day,South,6,3.84,8,4,6,4.0,44.04,6.42,0.0,0.0,0.0,0.0,0.0,50.46,5,1.38,1,0.0,12.62,0.16,11.01,9.955,39.82,10.64,0.2109,South → Zone 6
SHP104264,2025-07-05,ORD803249,CR001,UPS,Ground,South,8,2.94,25,19,23,79.0,1331.15,181.93,4.95,6.75,0.0,0.0,0.0,1524.78,2,78.6,1,11.7,19.3,76.06,16.85,15.386,1227.19,297.59,0.1952,South → Zone 8
SHP104265,2024-04-25,ORD800314,CR002,FedEx,Ground,Midwest,5,5.2,19,6,10,8.5,58.65,8.13,4.95,0.0,0.0,0.0,0.0,71.73,3,8.2,1,4.95,8.44,3.3,6.9,6.159,57.3,14.43,0.2012,Midwest → Zone 5
SHP104266,2024-03-22,ORD803612,CR001,UPS,Ground,West,2,10.46,18,16,10,21.0,163.8,21.07,0.0,0.0,0.0,0.0,0.0,184.87,4,20.72,1,0.0,8.8,10.54,7.8,7.081,148.7,36.17,0.1957,West → Zone 2
SHP104267,2024-04-03,ORD803657,CR001,UPS,Ground,West,3,15.41,21,22,10,33.5,280.39,47.72,4.95,0.0,0.0,0.0,0.0,333.06,6,33.24,1,4.95,9.94,18.09,8.37,7.635,260.72,72.34,0.2172,West → Zone 3
SHP104268,2025-02-18,ORD801650,CR003,USPS,Ground Advantage,Midwest,3,18.55,17,23,24,68.0,740.52,108.42,4.95,0.0,0.0,0.0,0.0,853.89,4,67.51,1,4.95,12.56,49.45,10.89,10.501,719.02,134.87,0.1579,Midwest → Zone 3
SHP104269,2024-09-24,ORD801315,CR003,USPS,Ground Advantage,Midwest,5,3.41,20,22,7,22.5,166.72,16.95,0.0,0.0,0.0,0.0,0.0,183.68,1,22.16,1,0.0,8.16,19.09,7.41,7.195,161.89,21.79,0.1186,Midwest → Zone 5
SHP104270,2024-11-03,ORD803278,CR002,FedEx,Ground,West,5,8.04,9,23,7,10.5,82.53,13.36,4.95,0.0,0.0,0.0,0.0,100.84,4,10.42,1,4.95,9.6,2.46,7.86,7.069,79.17,21.67,0.2149,West → Zone 5
SHP104271,2024-04-14,ORD803407,CR004,XPO LTL,Standard LTL,South,4,342.84,40,33,33,343.0,262.39,37.94,0.0,0.0,0.0,0.0,24.0,324.34,4,313.38,1,24.0,0.95,0.16,0.765,0.719,270.62,53.72,0.1656,South → Zone 4
SHP104272,2024-11-18,ORD804191,CR001,UPS,Ground,South,2,1.35,25,15,9,24.5,191.1,23.89,0.0,0.0,0.0,0.0,0.0,214.99,3,24.28,1,0.0,8.78,23.15,7.8,7.081,173.48,41.51,0.1931,South → Zone 2
SHP104273,2025-05-14,ORD801545,CR003,USPS,Ground Advantage,Northeast,3,3.03,7,24,24,29.5,192.34,31.32,0.0,0.0,18.5,0.0,0.0,242.16,3,29.01,1,18.5,8.21,26.47,6.52,6.405,207.45,34.71,0.1433,Northeast → Zone 3
SHP104274,2024-04-01,ORD801090,CR001,UPS,Ground,South,5,4.95,4,10,24,7.0,46.97,5.46,4.95,0.0,0.0,0.0,0.0,57.38,4,6.91,1,4.95,8.2,2.05,6.71,6.073,47.46,9.92,0.1729,South → Zone 5
SHP104275,2024-04-24,ORD804060,CR003,USPS,Ground Advantage,West,3,12.59,5,10,14,13.0,65.78,11.06,4.95,0.0,0.0,0.0,0.0,81.79,4,5.04,1,4.95,6.29,0.41,5.06,4.914,68.83,12.96,0.1585,West → Zone 3
SHP104276,2024-08-26,ORD801073,CR001,UPS,Ground,West,5,2.85,25,24,14,60.5,915.37,115.62,0.0,0.0,0.0,0.0,0.0,1030.99,6,60.43,1,0.0,17.04,57.65,15.13,13.82,836.11,194.88,0.189,West → Zone 5
SHP104277,2024-07-15,ORD802830,CR003,USPS,Ground Advantage,South,4,4.86,14,25,21,53.0,600.49,87.48,4.95,0.0,18.5,0.0,0.0,711.42,4,52.88,1,23.45,13.42,48.14,11.33,11.134,613.55,97.87,0.1376,South → Zone 4
SHP104278,2024-04-01,ORD801412,CR003,USPS,Ground Advantage,Northeast,6,14.92,18,11,11,16.0,102.4,10.98,4.95,0.0,0.0,0.0,0.0,118.33,2,15.67,1,4.95,7.4,1.08,6.4,6.28,105.43,12.9,0.109,Northeast → Zone 6
SHP104279,2024-09-17,ORD801214,CR001,UPS,2nd Day Air,West,7,10.41,16,18,24,50.0,1180.0,150.9,0.0,6.75,0.0,0.0,0.0,1337.65,4,49.73,1,6.75,26.75,39.59,23.6,21.497,1081.6,256.05,0.1914,West → Zone 7
SHP104280,2025-09-15,ORD800696,CR002,FedEx,Express Saver,Midwest,4,23.61,13,4,12,24.0,298.08,34.19,4.95,0.0,0.0,0.0,0.0,337.22,4,4.49,1,4.95,14.05,0.39,12.42,11.263,275.26,61.96,0.1837,Midwest → Zone 4
SHP104281,2024-03-28,ORD802083,CR001,UPS,2nd Day Air,South,5,1.14,14,23,5,12.0,132.96,21.44,4.95,0.0,0.0,0.0,0.0,159.35,4,11.58,1,4.95,13.28,10.86,11.08,9.819,122.78,36.57,0.2295,South → Zone 5
SHP104282,2024-06-15,ORD801750,CR002,FedEx,Ground,South,4,4.15,9,4,4,4.5,26.68,3.78,4.95,0.0,0.0,0.0,0.0,35.41,4,1.04,1,4.95,7.87,0.35,5.93,5.293,28.77,6.64,0.1875,South → Zone 4
SHP104283,2025-05-17,ORD800380,CR002,FedEx,Ground,Northeast,7,12.6,20,20,9,26.0,285.22,41.68,4.95,0.0,0.0,0.0,0.0,331.85,2,25.9,1,4.95,12.76,13.4,10.97,9.866,261.47,70.38,0.2121,Northeast → Zone 7
SHP104284,2024-03-31,ORD803003,CR003,USPS,Ground Advantage,South,8,7.97,25,17,9,28.0,244.72,33.09,0.0,0.0,0.0,0.0,0.0,277.81,2,27.52,1,0.0,9.92,20.03,8.74,8.498,237.94,39.87,0.1435,South → Zone 8
SHP104285,2024-01-13,ORD802095,CR001,UPS,Ground,West,2,12.0,22,19,6,18.5,109.7,11.7,4.95,0.0,0.0,0.0,0.0,126.36,2,18.04,1,4.95,6.83,6.5,5.93,5.384,104.55,21.81,0.1726,West → Zone 2
SHP104286,2024-07-02,ORD802076,CR001,UPS,Ground,West,3,9.66,17,13,25,40.0,334.8,54.24,0.0,0.0,0.0,0.0,0.0,389.04,6,39.75,1,0.0,9.73,30.34,8.37,7.635,305.4,83.64,0.215,West → Zone 3
SHP104287,2025-05-14,ORD800827,CR001,UPS,Ground,South,2,10.46,22,11,7,12.5,74.12,7.95,0.0,0.0,0.0,0.0,0.0,82.08,3,12.19,1,0.0,6.57,2.04,5.93,5.384,67.3,14.78,0.1801,South → Zone 2
SHP104288,2025-06-30,ORD803818,CR003,USPS,Priority Mail,West,4,3.73,15,19,24,49.5,489.56,88.01,4.95,0.0,0.0,0.0,0.0,582.52,4,49.21,1,4.95,11.77,45.77,9.89,9.583,479.31,103.21,0.1772,West → Zone 4
SHP104289,2025-10-03,ORD803415,CR001,UPS,Ground,Midwest,7,3.06,7,9,4,3.5,26.18,2.92,4.95,0.0,0.0,0.0,0.0,34.05,2,1.81,1,4.95,9.73,0.44,7.48,6.673,28.31,5.74,0.1686,Midwest → Zone 7
SHP104290,2024-04-13,ORD803769,CR001,UPS,Ground,West,3,3.52,18,16,25,52.0,727.48,114.49,4.95,0.0,0.0,0.0,0.0,846.92,1,51.8,1,4.95,16.29,48.48,13.99,12.487,654.27,192.65,0.2275,West → Zone 3
SHP104291,2025-03-18,ORD802767,CR002,FedEx,Express Saver,Midwest,7,7.87,16,15,17,29.5,436.9,49.47,4.95,0.0,0.0,0.0,0.0,491.32,4,29.35,1,4.95,16.65,21.63,14.81,13.059,390.19,101.13,0.2058,Midwest → Zone 7
SHP104292,2025-10-16,ORD802175,CR004,XPO LTL,Standard LTL,Northeast,3,321.59,42,33,39,389.0,274.25,41.72,0.0,0.0,0.0,0.0,24.0,339.97,6,388.88,1,24.0,0.87,67.41,0.705,0.662,281.52,58.45,0.1719,Northeast → Zone 3
SHP104293,2024-09-24,ORD800983,CR002,FedEx,Ground,Midwest,6,11.57,8,16,18,17.0,143.65,21.05,0.0,0.0,0.0,0.0,0.0,164.7,3,16.58,1,0.0,9.69,5.43,8.45,7.812,132.8,31.9,0.1937,Midwest → Zone 6
SHP104294,2025-08-21,ORD802138,CR004,XPO LTL,Expedited LTL,South,6,122.49,34,35,20,171.5,178.53,25.08,0.0,0.0,0.0,0.0,0.0,203.61,8,171.22,1,0.0,1.19,49.01,1.041,0.965,165.5,38.11,0.1872,South → Zone 6
SHP104295,2025-11-05,ORD801601,CR004,XPO LTL,Expedited LTL,South,7,435.76,23,42,32,436.0,514.92,71.77,0.0,0.0,0.0,0.0,0.0,586.68,3,222.39,1,0.0,1.35,0.24,1.181,1.087,473.93,112.75,0.1922,South → Zone 7
SHP104296,2025-05-13,ORD803979,CR002,FedEx,Express Saver,South,7,5.22,20,24,23,79.5,1797.49,192.89,4.95,0.0,0.0,12.0,0.0,2007.33,6,79.42,1,16.95,25.25,74.28,22.61,20.387,1637.72,369.61,0.1841,South → Zone 7
SHP104297,2024-04-15,ORD803856,CR001,UPS,Ground,South,5,26.66,16,4,17,27.0,257.04,29.82,4.95,0.0,0.0,0.0,0.0,291.81,1,7.83,1,4.95,10.81,0.34,9.52,8.563,236.15,55.66,0.1907,South → Zone 5
SHP104298,2024-03-11,ORD804004,CR002,FedEx,Ground,South,7,5.76,4,16,4,6.0,48.48,6.62,0.0,0.0,0.0,0.0,0.0,55.1,3,1.84,1,0.0,9.18,0.24,8.08,7.324,43.94,11.16,0.2025,South → Zone 7
SHP104299,2025-04-04,ORD801824,CR003,USPS,Priority Mail,Midwest,4,7.8,7,16,25,20.5,202.75,32.32,4.95,0.0,18.5,0.0,0.0,258.52,3,20.14,1,23.45,12.61,12.7,9.89,9.583,219.9,38.62,0.1494,Midwest → Zone 4
SHP104300,2024-11-07,ORD804093,CR002,FedEx,Ground,South,5,8.02,9,25,21,34.0,332.86,54.64,4.95,0.0,0.0,0.0,0.0,392.45,2,33.99,1,4.95,11.54,25.98,9.79,8.841,305.54,86.91,0.2215,South → Zone 5
SHP104301,2024-05-26,ORD801526,CR003,USPS,Ground Advantage,West,6,7.53,10,4,15,8.0,45.36,6.13,4.95,6.75,0.0,0.0,0.0,63.19,2,4.32,1,11.7,7.9,0.47,5.67,5.433,55.16,8.03,0.1271,West → Zone 6
SHP104302,2025-01-10,ORD803813,CR002,FedEx,Ground,Northeast,8,3.8,24,14,7,17.0,163.71,18.18,4.95,0.0,0.0,0.0,0.0,186.84,3,16.92,1,4.95,10.99,13.2,9.63,8.559,150.45,36.39,0.1948,Northeast → Zone 8
SHP104303,2024-01-19,ORD804185,CR002,FedEx,Ground,Midwest,5,7.99,25,15,9,24.5,239.85,26.25,0.0,0.0,0.0,0.0,0.0,266.1,4,24.28,1,0.0,10.86,16.51,9.79,8.841,216.6,49.5,0.186,Midwest → Zone 5
SHP104304,2025-01-30,ORD800665,CR003,USPS,Priority Mail,Midwest,3,11.59,10,20,16,23.5,217.61,22.77,4.95,0.0,0.0,0.0,0.0,245.33,1,23.02,1,4.95,10.44,11.91,9.26,8.892,213.91,31.42,0.1281,Midwest → Zone 3
SHP104305,2024-02-26,ORD800280,CR003,USPS,Priority Mail,Northeast,4,6.33,12,11,9,9.0,61.11,10.13,4.95,0.0,0.0,0.0,0.0,76.19,2,8.55,1,4.95,8.47,2.67,6.79,6.621,64.54,11.65,0.1529,Northeast → Zone 4
SHP104306,2025-02-07,ORD800640,CR001,UPS,Ground,Northeast,4,11.86,11,4,17,12.0,84.84,13.74,4.95,0.0,0.0,0.0,0.0,103.53,2,5.38,1,4.95,8.63,0.14,7.07,6.375,81.45,22.08,0.2133,Northeast → Zone 4
SHP104307,2024-08-12,ORD801641,CR001,UPS,Ground,South,4,8.41,16,8,10,9.5,58.33,7.14,4.95,0.0,0.0,0.0,0.0,70.42,4,9.21,1,4.95,7.41,1.09,6.14,5.605,58.2,12.22,0.1735,South → Zone 4
SHP104308,2024-11-17,ORD802466,CR002,FedEx,Ground,Midwest,4,12.4,24,22,14,53.5,801.43,123.2,4.95,0.0,0.0,0.0,0.0,929.58,3,53.18,1,4.95,17.38,41.1,14.98,13.738,739.93,189.65,0.204,Midwest → Zone 4
SHP104309,2024-11-14,ORD803543,CR001,UPS,Ground,Midwest,2,13.77,7,11,13,14.0,83.02,11.43,0.0,0.0,0.0,0.0,0.0,94.45,7,7.2,1,0.0,6.75,0.23,5.93,5.384,75.38,19.07,0.2019,Midwest → Zone 2
SHP104310,2024-11-24,ORD803036,CR002,FedEx,Ground,South,7,20.29,6,4,10,20.5,224.89,25.72,0.0,0.0,0.0,0.0,0.0,250.61,3,1.73,1,0.0,12.22,0.21,10.97,9.866,202.25,48.36,0.193,South → Zone 7
SHP104311,2025-10-30,ORD801429,CR001,UPS,Ground,South,6,14.76,18,7,4,15.0,123.3,19.02,4.95,0.0,0.0,0.0,0.0,147.27,4,3.63,1,4.95,9.82,0.24,8.22,7.479,117.14,30.13,0.2046,South → Zone 6
SHP104312,2024-07-23,ORD802160,CR001,UPS,Ground,Midwest,7,8.3,8,20,10,12.0,105.48,11.97,4.95,0.0,0.0,0.0,0.0,122.4,5,11.51,1,4.95,10.2,3.7,8.79,8.015,101.13,21.27,0.1738,Midwest → Zone 7
SHP104313,2024-10-12,ORD801162,CR002,FedEx,Ground,South,2,4.21,16,5,6,4.5,21.38,3.51,0.0,0.0,0.0,0.0,0.0,24.89,3,3.45,1,0.0,5.53,0.29,4.75,4.288,19.3,5.59,0.2246,South → Zone 2
SHP104314,2025-12-21,ORD801154,CR002,FedEx,Ground,Northeast,3,5.92,8,19,8,9.0,51.48,8.64,4.95,0.0,0.0,0.0,0.0,65.07,1,8.75,1,4.95,7.23,3.08,5.72,5.172,51.5,13.57,0.2085,Northeast → Zone 3
SHP104315,2024-03-06,ORD803663,CR001,UPS,Ground,Northeast,3,4.14,20,10,19,27.5,230.17,27.99,4.95,0.0,0.0,0.0,0.0,263.12,3,27.34,1,4.95,9.57,23.36,8.37,7.635,214.91,48.21,0.1832,Northeast → Zone 3
SHP104316,2025-06-14,ORD803996,CR003,USPS,Priority Mail,Northeast,2,11.68,22,15,4,12.0,78.6,11.73,0.0,0.0,0.0,0.0,0.0,90.33,2,9.5,1,0.0,7.53,0.32,6.55,6.264,75.17,15.16,0.1678,Northeast → Zone 2
SHP104317,2025-10-04,ORD801584,CR001,UPS,2nd Day Air,Northeast,7,18.89,18,6,10,19.0,242.06,30.51,4.95,0.0,0.0,0.0,0.0,277.52,3,7.77,1,4.95,14.61,0.11,12.74,11.532,224.06,53.46,0.1926,Northeast → Zone 7
SHP104318,2025-08-20,ORD800184,CR003,USPS,Ground Advantage,West,3,6.46,7,7,16,6.5,28.14,4.44,4.95,0.0,0.0,0.0,0.0,37.54,4,5.64,1,4.95,5.78,0.04,4.33,4.199,32.24,5.3,0.1412,West → Zone 3
SHP104319,2025-01-01,ORD802793,CR001,UPS,2nd Day Air,Midwest,4,24.57,19,8,25,27.5,356.68,41.0,0.0,0.0,0.0,0.0,0.0,397.67,2,27.34,1,0.0,14.46,2.93,12.97,11.845,325.74,71.93,0.1809,Midwest → Zone 4
SHP104320,2024-11-19,ORD803097,CR004,XPO LTL,Expedited LTL,Northeast,8,243.89,28,21,22,244.0,290.6,41.39,0.0,0.0,0.0,0.0,0.0,332.0,8,93.06,1,0.0,1.36,0.11,1.191,1.127,274.99,57.01,0.1717,Northeast → Zone 8
SHP104321,2024-02-06,ORD802730,CR002,FedEx,Ground,South,3,5.49,25,19,19,65.0,935.35,154.79,4.95,0.0,0.0,0.0,0.0,1095.09,4,64.93,1,4.95,16.85,59.51,14.39,12.825,838.58,256.51,0.2342,South → Zone 3
SHP104322,2025-05-03,ORD801291,CR001,UPS,Ground,South,8,3.99,16,24,18,50.0,842.5,110.16,4.95,0.0,0.0,0.0,0.0,957.61,2,49.73,1,4.95,19.15,46.01,16.85,15.386,774.25,183.36,0.1915,South → Zone 8
SHP104323,2025-01-15,ORD802578,CR003,USPS,Ground Advantage,West,4,9.42,17,9,21,23.5,163.56,19.07,0.0,0.0,0.0,0.0,0.0,182.63,5,23.12,1,0.0,7.77,14.08,6.96,6.806,159.94,22.69,0.1242,West → Zone 4
SHP104324,2025-04-21,ORD803100,CR002,FedEx,Ground,West,6,15.52,21,11,24,40.0,415.2,72.9,0.0,0.0,0.0,0.0,0.0,488.1,3,39.88,1,0.0,12.2,24.48,10.38,9.4,376.0,112.1,0.2297,West → Zone 6
